resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p1060-l0092|p1060-l0093|trans|kalimantan,trans,trans,1060,roman,p1060-l0092,p1060-l0093,Trans,Kalimantan,Trans- Kalimantan,TransKalimantan,Trans-Kalimantan,"trans III prefix meaning ‘across, beyond’. – Kalimantan Trans-",Kalimantan.,preserve_hyphen,Trans-Kalimantan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1060-l0142|p1060-l0143|mentrans|migrasi,transmigrasi,transmigrasi,1060,bold_italic,p1060-l0142,p1060-l0143,mentrans,migrasi,mentrans- migrasi,mentransmigrasi,mentrans-migrasi,Resettlement. – lokal [translok] local transmigration. mentrans-,migrasi-lokalkan to transmigrate locally. – musim seasonal ,preserve_hyphen,mentrans-migrasi,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1064-l0043|p1064-l0044|menuan|rumahi,tuan,tuan,1064,bold_italic,p1064-l0043,p1064-l0044,menuan,rumahi,menuan- rumahi,menuanrumahi,menuan-rumahi,owner. – putri a) princess. b) consort. – rumah host. menuan-,rumahi and menuan-rumahkan to host (an event). – tamu ,preserve_hyphen,menuan-rumahi,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1068-l0046|p1068-l0047|bread|and,tulang,tulang,1068,roman,p1068-l0046,p1068-l0047,bread,and,bread- and,breadand,bread-and,dagangan merupakan – punggung meréka. Trade is their bread-,"and-butter. menulang-punggungi to support fully, be the main ",preserve_hyphen,bread-and,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1069-l0098|p1069-l0099|menumbuh|kembangkan,tumbuh,tumbuh,1069,bold_italic,p1069-l0098,p1069-l0099,menumbuh,kembangkan,menumbuh- kembangkan,menumbuhkembangkan,menumbuh-kembangkan,"6 to occur, happen. – kembang grow and develop. menumbuh-","kembangkan to make s.t. grow and develop. – luas fostering, ",preserve_hyphen,menumbuh-kembangkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1070-l0028|p1070-l0029|bertumpah|ruah,tumpah,tumpah,1070,bold_italic,p1070-l0028,p1070-l0029,bertumpah,ruah,bertumpah- ruah,bertumpahruah,bertumpah-ruah,tumpah darah to shed blood. – ruah overflowing. bertumpah-,"ruah abundant, copious, plentiful. – tindih one on top of the ",remove_hyphen,bertumpahruah,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1072-l0128|p1072-l0129|ketunggal|nadaan,tunggal,tunggal,1072,bold_italic,p1072-l0128,p1072-l0129,ketunggal,nadaan,ketunggal- nadaan,ketunggalnadaan,ketunggal-nadaan,tity. ketunggal-ikaan unity. – nada monotonous. ketunggal-,nadaan and penunggal-nadaan monotony. – putra men’s ,preserve_hyphen,ketunggal-nadaan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1074-l0062|p1074-l0063|kekurang|tuntasan,tuntas,tuntas,1074,bold_italic,p1074-l0062,p1074-l0063,kekurang,tuntasan,kekurang- tuntasan,kekurangtuntasan,kekurang-tuntasan,– atau gagal all or nothing. kurang – incomplete. kekurang-,tuntasan incompleteness.,preserve_hyphen,kekurang-tuntasan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1075-l0001|p1075-l0002|lar|iscus,tupai,tupai,1075,italic,p1075-l0001,p1075-l0002,Lar,iscus,Lar- iscus,Lariscus,Lar-iscus,"shrew, Ptilocercus lowii. – belang striped ground squirrel, Lar-",iscus spp. – cerlih k.o. small squirrel. – jenjang/kerawak (hitam) ,remove_hyphen,Lariscus,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1076-l0035|p1076-l0036|peturut|sertaan,turut,turut,1076,bold_italic,p1076-l0035,p1076-l0036,peturut,sertaan,peturut- sertaan,peturutsertaan,peturut-sertaan,"... participate, make ... take part, involve s.o. in ...ing. peturut-","sertaan making s.o. take part, involving s.o. in ...ing.",preserve_hyphen,peturut-sertaan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1079-l0059|p1079-l0060|ferri|age,uang,uang,1079,roman,p1079-l0059,p1079-l0060,ferri,age,ferri- age,ferriage,ferri-age,"a claim. – tali 25-cent piece. – tambang(an) passage, fare, ferri-","age. – tanda (jadi) binder, token money. – tandu (in Semarang) ",remove_hyphen,ferriage,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1079-l0126|p1079-l0127|mengubah|bentukkan,ubah,ubah,1079,bold_italic,p1079-l0126,p1079-l0127,mengubah,bentukkan,mengubah- bentukkan,mengubahbentukkan,mengubah-bentukkan,"else). – bentuk transformation, change of form. mengubah-","bentukkan to transform, change the form of. – suai modifi-",preserve_hyphen,mengubah-bentukkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1080-l0099|p1080-l0100|woman|chaser,uber,uber,1080,roman,p1080-l0099,p1080-l0100,woman,chaser,woman- chaser,womanchaser,woman-chaser,"uber (J/Jv) chase (after), pursue. tukang – céwék womanizer, woman-",chaser.,preserve_hyphen,woman-chaser,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1081-l0108|p1081-l0109|dibung|kuknya,udang,udang,1081,italic,p1081-l0108,p1081-l0109,dibung,kuknya,dibung- kuknya,dibungkuknya,dibung-kuknya,ikan to be unaware of one’s own mistakes. – tak tahu dibung-,kuknya not to recognize one’s own faults. – api-api brown shrimp. ,remove_hyphen,dibungkuknya,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1081-l0122|p1081-l0123|mer|guiensis,udang,udang,1081,italic,p1081-l0122,p1081-l0123,mer,guiensis,mer- guiensis,merguiensis,mer-guiensis,"menjangan/pengantin/putih white/banana prawn, Penaeus mer-","guiensis. – kali river prawn. – kara spiny lobster, Palinurus ",remove_hyphen,merguiensis,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1081-l0125|p1081-l0126|semisulca|tus,udang,udang,1081,italic,p1081-l0125,p1081-l0126,semisulca,tus,semisulca- tus,semisulcatus,semisulca-tus,"dried shrimp. – kembang green tiger prawn, Panaeus semisulca-","tus. – kering dried shrimp; → ÉBI. – kipas Spanish/slipper lobster, ",remove_hyphen,semisulcatus,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1081-l0127|p1081-l0128|lysi|anassa,udang,udang,1081,italic,p1081-l0127,p1081-l0128,lysi,anassa,lysi- anassa,lysianassa,lysi-anassa,"Thenus orientalis. – krosok small white shrimp, Metapenaeus lysi-","anassa. – kupas-rebus-beku peeled, boiled, and then frozen ",remove_hyphen,lysianassa,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1083-l0128|p1083-l0129|south|western,ujung,ujung,1083,roman,p1083-l0128,p1083-l0129,south,western,south- western,southwestern,south-western,town. – kuku a little bit. – Kulon a wildlife preserve at the south-,western tip of Java. – laras muzzle. – lidah a) tip of the tongue. ,preserve_hyphen,south-western,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1084-l0054|p1084-l0055|watha|niah,ukhuwah,ukhuwah,1084,italic,p1084-l0054,p1084-l0055,Watha,niah,Watha- niah,Wathaniah,Watha-niah,erhood. – Islami(y)ah Islamic/Muslim brotherhood. – Watha-,niah/Wathoniah National Brotherhood.,remove_hyphen,Wathaniah,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1085-l0018|p1085-l0019|sound|finder,ukur,pengukur,1085,roman,p1085-l0018,p1085-l0019,sound,finder,sound- finder,soundfinder,sound-finder,lengas hygrometer. ~ putaran poros tachometer. ~ suara sound-,finder (artillery). ~ suhu clinical thermometer. ~ tanah sur,preserve_hyphen,sound-finder,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1085-l0057|p1085-l0058|ani|seia,ulan,ulan,1085,italic,p1085-l0057,p1085-l0058,Ani,seia,Ani- seia,Aniseia,Ani-seia,"ulan various species of climbing plants. – putih whitejacket, Ani-",seia martinicensis.,preserve_hyphen,Ani-seia,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1086-l0004|p1086-l0005|vi|pera,ular,ular,1086,italic,p1086-l0004,p1086-l0005,Vi,pera,Vi- pera,Vipera,Vi-pera,"bandotan → ULAR tanah. – bandotan puspa Russel’s viper, Vi-","pera russeli. – belang banded krait, Bungarus fasciatus. – belérang ",preserve_hyphen,Vi-pera,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1086-l0013|p1086-l0014|wa|gler,ular,ular,1086,roman,p1086-l0013,p1086-l0014,Wa,gler,Wa- gler,Wagler,Wa-gler,"(cla) reticulated python, Python reticulatus. – cintamani Wa-","gler’s pit viper, a golden snake which is believed to give success ",preserve_hyphen,Wa-gler,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1086-l0036|p1086-l0037|triangu|ligerus,ular,ular,1086,italic,p1086-l0036,p1086-l0037,triangu,ligerus,triangu- ligerus,trianguligerus,triangu-ligerus,"poisonous snake, Natrix subminiata, Tropidonotus triangu-","ligerus. – pucuk green whip snake, short-nosed vine snake, ",remove_hyphen,trianguligerus,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1086-l0042|p1086-l0043|trigo|nocephalus,ular,ular,1086,italic,p1086-l0042,p1086-l0043,Trigo,nocephalus,Trigo- nocephalus,Trigonocephalus,Trigo-nocephalus,"Pareas carinatus. – tanah ground pit viper, Agkistrodon/ Trigo-","nocephalus rhodostoma. – tebu → ULAR belang. – tedung cobra, ",remove_hyphen,Trigonocephalus,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1086-l0134|p1086-l0135|ex|empta,ulat,ulat,1086,italic,p1086-l0134,p1086-l0135,ex,empta,ex- empta,exempta,ex-empta,"missile made in the PRC. – tentara armyworm, Psodoptera ex-",empta and other species.,remove_hyphen,exempta,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1089-l0090|p1089-l0091|men|géyang,umpat,umpat,1089,italic,p1089-l0090,p1089-l0091,men,géyang,men- géyang,mengéyang,men-géyang,"derision. 3 anger, irritation. – tidak membunuh, puji tidak men-",géyang (M) pay no attention to criticism or praise.,remove_hyphen,mengéyang,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1094-l0081|p1094-l0082|halus|halus,untuk,untuk,1094,italic,p1094-l0081,p1094-l0082,halus,halus,halus- halus,halushalus,halus-halus,This box was used as a table. Ditumbuknya kulit kayu itu halus-,halus – obat. He pulverized the bark for medicine. – diketahui ,preserve_hyphen,halus-halus,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1095-l0015|p1095-l0016|and|run,untung,keuntungan,1095,roman,p1095-l0015,p1095-l0016,and,run,and- run,andrun,and-run,short-term gain. ~ modal capital gain. ~ sesaat (fin) hit-and-,run profit taking. ~ yang ditahan retained profits. ~ yang ,preserve_hyphen,and-run,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1096-l0001|p1096-l0002|daya|upaya,upaya,upaya,1096,small_caps,p1096-l0001,p1096-l0002,DAYA,UPAYA,DAYA- UPAYA,DAYAUPAYA,DAYA-UPAYA,"the means to do it. 2 contrivance, expedient, remedy; → DAYA-",UPAYA. – administratif administrative remedy. – bantahan (leg) ,preserve_hyphen,DAYA-UPAYA,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
